SPT	[1000.0, 1005.0, 1004.85612815834, 1004.8597516891784, 1009.8977807086249, 1004.6476863789078, 1012.0444449780566, 1016.954622824291, 1016.8345483326942, 1011.2732089963811, 1015.9791897122433, 1011.2582778066744, 1011.3334096729897, 1010.9007037295643, 1010.5760549449667, 1006.0452785820875, 1006.4628381733636, 1013.6128394715563, 1013.2016255117804, 1012.5257377467456, 1003.4871367609773, 1008.0263238746702, 1007.9557396774362, 999.0054849438025, 1024.0718193866796, 1018.7931014286544, 1023.421285511119, 1027.9247787858963, 1019.3765361874872, 1014.1180278112408, 1019.5991998231078, 1011.5196569037889, 1015.3557021416004, 1019.4978590350307, 1028.7552684204366, 1028.8595283803822, 1023.398001736077, 1044.137694998542, 1043.517094653253]
SCO	[1000.0, 995.0, 995.0719508170905, 1002.6744433776573, 997.8101634260316, 997.7641904579606, 992.4478775096036, 1000.1204308887962, 993.0543759787256, 998.0595380152134, 998.1378568250076, 990.4987530392987, 997.9588583662887, 990.8566601718214, 990.6967920170677, 998.2502410353666, 990.4055440193399, 998.008296427252, 1006.3961359890569, 1001.0621221160746, 1010.100723101843, 1001.3510451459518, 1001.1395917943535, 1009.6859429592448, 1008.9159629399438, 1003.4739282820765, 1003.1194427824, 1004.2488344150875, 994.526425392999, 999.3757288545261, 999.5484827575774, 1005.676269577607, 1011.3722337205387, 1016.3157533756279, 1015.5166755899402, 1020.1225685727059, 1015.1085156181317, 1020.4781133309975, 1025.114022615826]
TOM	[1000.0, 1000.0, 999.9280491829095, 999.8956948989339, 999.7907972117314, 999.8647527176807, 992.4679941185319, 992.4771649066483, 987.4002047683804, 993.1034569401334, 998.1666678741567, 998.0010005931824, 1002.9986707529979, 1010.2357681317987, 1009.824928910855, 1009.5038585596457, 1009.078050271148, 1013.8054304563098, 1005.5765439026895, 1010.5453199909074, 1010.1135104828223, 1018.8631884387135, 1012.1364941932891, 1011.5783275796815, 1004.6844141930676, 1009.9631321510929, 1004.3044646740831, 1008.914211629818, 1004.4130285363515, 995.6175309838255, 995.7308422552882, 987.5194611951791, 994.8686986729118, 988.8806014656737, 983.7218738714997, 983.9913067581467, 978.983782918199, 980.1052491468248, 973.5982304674302]
OPE	[1000.0, 1000.0, 1007.5, 999.5733832873004, 994.6155443830538, 994.6615173511249, 1002.273162931278, 1002.1376895821803, 1007.144913817313, 1001.6381153766371, 997.0729605621488, 1005.6064876084301, 1001.1014542433885, 1000.8004273526093, 992.9320221632731, 997.8493713419064, 990.0093514310294, 984.9740803350136, 985.3852942947894, 980.4651898216906, 980.8969993297757, 972.2816406002956, 977.1312408536539, 955.7531867744411, 956.5231667937421, 949.845016081294, 949.991757017343, 950.8858783631798, 956.649159349219, 953.3637792104967, 948.6069060242085, 949.9218344008094, 950.5642350630999, 946.6147522695104, 947.2171332993954, 947.21609276119, 942.6591093556143, 921.9194160931494, 914.9086300438227]
LEC	[1000.0, 1007.5, 1002.3920830858765, 1002.464033902967, 997.3956532928452, 997.3282323882312, 971.5691689174863, 976.8690035185781, 971.8076018828219, 977.3144003234978, 986.6507107141998, 986.8163779951741, 991.8795178315041, 987.4471390538062, 994.9004472282052, 990.3048778672315, 990.2374524653937, 983.087451167201, 983.1518569160293, 988.4858707890115, 993.2720921593426, 993.4158631226559, 998.3747181980257, 994.2738667662991, 993.9788038071736, 994.7526302693568, 999.5684321591132, 1004.341931192838, 998.5786502067989, 1003.4925529032919, 1003.3792416318292, 995.9514484368877, 996.3697112796928, 991.2441561370888, 992.1432549217212, 996.6978217517693, 1002.1593483960745, 995.1336394458974, 990.4977301610691]
NAU	[1000.0, 992.5, 987.7157333305115, 995.6423500432111, 1000.526723524013, 1000.4168669045821, 992.7519932431122, 988.0799461094474, 988.1506413103771, 988.2870617400108, 993.2425469904579, 988.6506250648093, 981.1905197378193, 981.6232256812447, 982.0340649021884, 982.3447104652598, 990.1830969688954, 983.4926326075912, 978.5199131739361, 973.6219483537075, 968.8357269833764, 961.8276420941796, 956.9780418408213, 962.218757730868, 957.237534887627, 952.4791822455916, 933.9792242462282, 927.037686284323, 936.3340626352857, 941.9369271503975, 935.2571546660159, 929.1293678459864, 925.2933226081749, 931.281419815413, 927.5196957981109, 894.7792260650745, 889.7645975383759, 886.1481409332818, 882.6547169085208]
NOV	[1000.0, 1007.5, 1007.3920830858765, 1007.320132268786, 998.5098506430209, 998.5291826743479, 1003.6607418281598, 1008.6093880436656, 1008.7294625352624, 1003.5021314716631, 1003.423812661869, 996.0463737371115, 990.8147819380204, 983.5776845592195, 989.3656279309422, 998.0310286142623, 990.1926421106267, 995.1888228239187, 990.9374767104698, 995.8575811835686, 990.8197334812431, 990.5567563895116, 985.5979013141418, 985.6155660634256, 993.4822421424849, 988.6069717904338, 988.8063874505626, 984.3028941757855, 984.0517849643916, 979.2024815028645, 988.3213003038934, 980.5344849109024, 973.1852474331697, 974.0260665268721, 966.6396513123696, 999.380121045406, 998.6340225955009, 991.9099081343197, 998.9206941836464]
CRB	[1000.0, 992.5, 992.6079169141235, 987.6063638649375, 982.7219903841356, 975.7551229373571, 981.0714358857141, 972.6021663669221, 977.6635680026783, 983.2249073389914, 983.4395548242906, 977.0760483028198, 982.1940422366623, 982.3401791943788, 987.483934678628, 987.8050050298373, 987.5584239968773, 992.5936950928931, 992.4834389313659, 993.2276032283978, 998.2654509307233, 973.4093425214747, 973.7176359028898, 968.4769200128432, 978.1198490555722, 983.5618837134396, 983.8187537449948, 979.0452547112699, 987.5934973096789, 987.2987768652404, 981.836133782056, 976.9525190247693, 972.539131573296, 977.8473711962237, 983.0060987903977, 978.0809772774859, 982.6379606830616, 982.13958603206, 977.8878047776534]
CSA	[1000.0, 1000.0, 1000.0, 1000.1767111779174, 992.5049320620572, 997.7550263917742, 992.8572058557133, 992.992679204811, 992.9219840038813, 998.1493150674806, 997.9346675821815, 997.839106703729, 992.8414365439136, 992.7311082361415, 993.1728460642807, 985.6193970459818, 985.6868224478196, 980.6088691566343, 985.4678297904394, 986.4117725650541, 981.5847759514726, 974.3343144709677, 970.3505388620158, 975.5879568430173, 950.52162240014, 960.0445497022733, 959.8978087662243, 966.8393467281296, 967.0904559395235, 967.3851763839621, 962.676932191756, 970.888313251865, 966.0598844407119, 960.3100357322897, 961.1091135179774, 956.5545466879294, 965.034098119568, 970.6263588696264, 967.2448441111203]
CRI	[1000.0, 1000.0, 1005.1079169141235, 1005.104293383285, 999.8531844616131, 999.833852430286, 992.2222068501329, 1000.6914763689249, 1000.814952940098, 996.1955293454514, 991.693170406894, 999.3322741926029, 1004.2179836435149, 998.9130846865531, 1003.6477680283751, 1003.3371224653038, 1008.2908187270164, 1003.6702968897929, 1003.4068560839364, 998.4380799957186, 1003.2650766093001, 1003.1213056459868, 1003.1918898432208, 1002.6152949831595, 994.7486189041002, 1001.4267696165483, 1001.1698995849931, 1009.827502763336, 1010.8493292222114, 1011.3846796557153, 1011.211925752664, 1018.3060133850548, 1024.5891895852264, 1019.1524814959421, 1022.9142055132442, 1031.7929032271004, 1026.8519600550562, 1026.3764953298285, 1032.883514009223]
